Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[176]    0.0    0.00    0.00  285720         convergeephemerons [176]
-----------------------------------------------
                0.00    0.00       1/142868      lua_pushstring [108]
                0.00    0.00       1/142868      lua_gc [112]
                0.00    0.00       1/142868      lua_newuserdatauv [109]
                0.00    0.00       1/142868      entergen [113]
                0.00    0.00       1/142868      luaL_getsubtable [94]
                0.00    0.00       1/142868      luaopen_debug [85]
                0.00    0.00       1/142868      luaopen_package [32]
                0.00    0.00       1/142868      luaopen_string [76]
                0.00    0.00       1/142868      luaopen_table [86]
                0.00    0.00  142859/142868      luaC_step [13]
[177]    0.0    0.00    0.00  142868         luaE_setdebt [177]
-----------------------------------------------
                0.00    0.00       1/142861      luaC_freeallobjects [4]
                0.00    0.00  142860/142861      atomic [27]
[178]    0.0    0.00    0.00  142861         separatetobefnz [178]
-----------------------------------------------
                0.00    0.00       1/142860      entergen [113]
                0.00    0.00  142859/142860      luaC_step [13]
[179]    0.0    0.00    0.00  142860         finishgencycle [179]
                0.00    0.00  571440/571440      correctgraylist [174]
-----------------------------------------------
                0.00    0.00      17/254         addk [46]
                0.00    0.00      34/254         luaX_newstring [89]
                0.00    0.00     203/254         luaV_finishset [70]
[180]    0.0    0.00    0.00     254         luaH_finishset [180]
-----------------------------------------------
                0.00    0.00     236/236         freeobj [26]
[181]    0.0    0.00    0.00     236         luaS_remove [181]
-----------------------------------------------
                0.00    0.00       3/224         lua_rawget [257]
                0.00    0.00      25/224         luaH_newkey <cycle 4> [63]
                0.00    0.00      42/224         addk [46]
                0.00    0.00     154/224         luaH_resize <cycle 4> [123]
[182]    0.0    0.00    0.00     224         luaH_get [182]
-----------------------------------------------
                0.00    0.00       1/203         luaopen_string [76]
                0.00    0.00       1/203         luaopen_utf8 [84]
                0.00    0.00       2/203         luaL_newmetatable [98]
                0.00    0.00       2/203         luaopen_base [61]
                0.00    0.00       2/203         setpath [99]
                0.00    0.00       3/203         luaL_getsubtable [94]
                0.00    0.00       4/203         luaopen_math [75]
                0.00    0.00       5/203         luaopen_package [32]
                0.00    0.00       6/203         luaopen_io [72]
                0.00    0.00      10/203         luaL_requiref <cycle 1> [83]
                0.00    0.00     167/203         luaL_setfuncs [44]
[183]    0.0    0.00    0.00     203         lua_setfield [183]
-----------------------------------------------
                0.00    0.00      21/110         luaH_free [121]
                0.00    0.00      23/110         propagatemark [31]
                0.00    0.00      25/110         luaH_newkey <cycle 4> [63]
                0.00    0.00      41/110         luaH_resize <cycle 4> [123]
[184]    0.0    0.00    0.00     110         luaH_realasize [184]
-----------------------------------------------
                0.00    0.00       4/96          restassign [69]
                0.00    0.00      28/96          statement <cycle 2> [40]
                0.00    0.00      64/96          subexpr <cycle 3> [80]
[185]    0.0    0.00    0.00      96         luaE_incCstack [185]
-----------------------------------------------
                0.00    0.00       1/82          docall <cycle 1> [97]
                0.00    0.00       1/82          pmain <cycle 1> [43]
                0.00    0.00       1/82          luaL_newmetatable [98]
                0.00    0.00       1/82          luaL_loadfilex <cycle 1> [160]
                0.00    0.00       1/82          luaopen_base [61]
                0.00    0.00       1/82          luaopen_coroutine [87]
                0.00    0.00       1/82          luaopen_debug [85]
                0.00    0.00       1/82          luaopen_os [88]
                0.00    0.00       1/82          luaopen_table [86]
                0.00    0.00       1/82          luaopen_utf8 [84]
                0.00    0.00       2/82          luaL_len [64]
                0.00    0.00       3/82          warnfon [119]
                0.00    0.00       3/82          luaL_addvalue [248]
                0.00    0.00       3/82          luaL_getsubtable [94]
                0.00    0.00       3/82          luaB_print [126]
                0.00    0.00       3/82          luaopen_math [75]
                0.00    0.00       3/82          str_format [125]
                0.00    0.00       4/82          luaopen_io [72]
                0.00    0.00       4/82          luaopen_string [76]
                0.00    0.00       5/82          luaopen_package [32]
                0.00    0.00       9/82          luaL_testudata [142]
                0.00    0.00      10/82          luaL_openlibs <cycle 1> [93]
                0.00    0.00      20/82          luaL_requiref <cycle 1> [83]
[186]    0.0    0.00    0.00      82         lua_settop [186]
-----------------------------------------------
                0.00    0.00       2/70          lua_rawgeti [53]
                0.00    0.00       3/70          lua_rawget [257]
                0.00    0.00       5/70          lua_setmetatable [150]
                0.00    0.00       6/70          lua_rawseti [29]
                0.00    0.00      18/70          lua_rawequal [225]
                0.00    0.00      36/70          lua_getfield [129]
[187]    0.0    0.00    0.00      70         index2value [187]
-----------------------------------------------
                0.00    0.00       1/49          luaS_init [154]
                0.00    0.00      23/49          luaX_init [133]
                0.00    0.00      25/49          luaT_init [131]
[188]    0.0    0.00    0.00      49         luaC_fix [188]
-----------------------------------------------
                0.00    0.00      44/44          llex [57]
[189]    0.0    0.00    0.00      44         inclinenumber [189]
                0.00    0.00       2/3           luaZ_fill [253]
-----------------------------------------------
                0.00    0.00       5/44          luaK_dischargevars [149]
                0.00    0.00       9/44          luaK_exp2nextreg [158]
                0.00    0.00      12/44          luaK_storevar [101]
                0.00    0.00      18/44          freeexps [222]
[190]    0.0    0.00    0.00      44         luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       1/40          luaH_newkey <cycle 4> [63]
                0.00    0.00      39/40          luaH_resize <cycle 4> [123]
[191]    0.0    0.00    0.00      40         luaO_ceillog2 [191]
-----------------------------------------------
                0.00    0.00       1/40          luaL_newmetatable [98]
                0.00    0.00       1/40          luaopen_base [61]
                0.00    0.00       2/40          luaopen_io [72]
                0.00    0.00       2/40          luaopen_string [76]
                0.00    0.00       3/40          luaL_tolstring [116]
                0.00    0.00       3/40          luaL_setfuncs [44]
                0.00    0.00       3/40          luaL_getsubtable [94]
                0.00    0.00       5/40          luaopen_package [32]
                0.00    0.00      20/40          luaL_requiref <cycle 1> [83]
[192]    0.0    0.00    0.00      40         lua_pushvalue [192]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [77]
                0.00    0.00      32/37          singlevar [54]
[193]    0.0    0.00    0.00      37         luaK_exp2anyregup [193]
-----------------------------------------------
                0.00    0.00       2/36          forbody <cycle 2> [96]
                0.00    0.00       3/36          finishbinexpneg [107]
                0.00    0.00       4/36          statement <cycle 2> [40]
                0.00    0.00       4/36          codearith [103]
                0.00    0.00       7/36          finishbinexpval [105]
                0.00    0.00      16/36          funcargs <cycle 3> [74]
[194]    0.0    0.00    0.00      36         luaK_fixline [194]
-----------------------------------------------
                0.00    0.00       9/34          luaL_testudata [142]
                0.00    0.00      25/34          addk [46]
[195]    0.0    0.00    0.00      34         luaV_equalobj [195]
-----------------------------------------------
                0.00    0.00       4/31          luaV_execute <cycle 1> [2]
                0.00    0.00      27/31          luaD_precall <cycle 1> [10]
[196]    0.0    0.00    0.00      31         luaD_poscall [196]
-----------------------------------------------
                0.00    0.00      29/29          luaV_execute <cycle 1> [2]
[197]    0.0    0.00    0.00      29         luaG_traceexec [197]
-----------------------------------------------
                0.00    0.00      19/19          luaO_pushvfstring [143]
[198]    0.0    0.00    0.00      19         addstr2buff [198]
-----------------------------------------------
                0.00    0.00       1/19          body <cycle 2> [81]
                0.00    0.00       1/19          subexpr <cycle 3> [80]
                0.00    0.00       1/19          luaY_parser [35]
                0.00    0.00      16/19          funcargs <cycle 3> [74]
[199]    0.0    0.00    0.00      19         luaK_codeABCk [199]
-----------------------------------------------
                0.00    0.00       5/18          discharge2reg [78]
                0.00    0.00       6/18          close_func [132]
                0.00    0.00       7/18          statement <cycle 2> [40]
[200]    0.0    0.00    0.00      18         luaK_ret [200]
-----------------------------------------------
                0.00    0.00      17/17          read_numeral [90]
[201]    0.0    0.00    0.00      17         luaO_str2num [201]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [43]
                0.00    0.00      16/17          luaL_setfuncs [44]
[202]    0.0    0.00    0.00      17         lua_pushboolean [202]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [43]
                0.00    0.00       1/17          luaL_loadfilex <cycle 1> [160]
                0.00    0.00       2/17          docall <cycle 1> [97]
                0.00    0.00       3/17          luaL_pushresult [162]
                0.00    0.00      10/17          luaL_requiref <cycle 1> [83]
[203]    0.0    0.00    0.00      17         lua_rotate [203]
-----------------------------------------------
                                   6             luaD_rawrunprotected <cycle 1> [33]
                                  10             lua_callk <cycle 1> [218]
[204]    0.0    0.00    0.00      16         luaD_callnoyield <cycle 1> [204]
                                  16             luaD_precall <cycle 1> [10]
                                   1             luaV_execute <cycle 1> [2]
-----------------------------------------------
                0.00    0.00       1/16          luaL_checkstack [267]
                0.00    0.00      15/16          luaL_setfuncs [44]
[205]    0.0    0.00    0.00      16         lua_checkstack [205]
-----------------------------------------------
                0.00    0.00       3/15          luaL_getsubtable [94]
                0.00    0.00       6/15          luaL_callmeta [118]
                0.00    0.00       6/15          luaL_tolstring [116]
[206]    0.0    0.00    0.00      15         lua_absindex [206]
-----------------------------------------------
                0.00    0.00       6/15          luaL_callmeta [118]
                0.00    0.00       9/15          luaL_testudata [142]
[207]    0.0    0.00    0.00      15         lua_getmetatable [207]
-----------------------------------------------
                0.00    0.00      14/14          lua_getfield [129]
[208]    0.0    0.00    0.00      14         luaV_finishget [208]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [40]
                0.00    0.00       9/13          restassign [69]
[209]    0.0    0.00    0.00      13         check_readonly [209]
-----------------------------------------------
                0.00    0.00       2/13          forbody <cycle 2> [96]
                0.00    0.00       3/13          statement <cycle 2> [40]
                0.00    0.00       3/13          restassign [69]
                0.00    0.00       5/13          body <cycle 2> [81]
[210]    0.0    0.00    0.00      13         luaK_reserveregs [210]
-----------------------------------------------
                0.00    0.00       1/13          luaL_loadfilex <cycle 1> [160]
                0.00    0.00       3/13          luaL_checklstring [250]
                0.00    0.00       3/13          luaL_addvalue [248]
                0.00    0.00       3/13          luaB_print [126]
                0.00    0.00       3/13          str_format [125]
[211]    0.0    0.00    0.00      13         lua_tolstring [211]
-----------------------------------------------
                0.00    0.00       3/12          luaL_addvalue [248]
                0.00    0.00       9/12          str_format [125]
[212]    0.0    0.00    0.00      12         prepbuffsize [212]
-----------------------------------------------
                0.00    0.00       1/11          luaK_infix [168]
                0.00    0.00      10/11          codeABRK [102]
[213]    0.0    0.00    0.00      11         luaK_exp2K [213]
-----------------------------------------------
                0.00    0.00      11/11          luaS_newudata [146]
[214]    0.0    0.00    0.00      11         luaS_hashlongstr [214]
-----------------------------------------------
                0.00    0.00       1/11          pmain <cycle 1> [43]
                0.00    0.00      10/11          luaL_openlibs <cycle 1> [93]
[215]    0.0    0.00    0.00      11         lua_setglobal [215]
-----------------------------------------------
                0.00    0.00       2/10          statement <cycle 2> [40]
                0.00    0.00       4/10          check_match [100]
                0.00    0.00       4/10          funcargs <cycle 3> [74]
[216]    0.0    0.00    0.00      10         luaK_setreturns [216]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [43]
                0.00    0.00       1/10          luaopen_coroutine [87]
                0.00    0.00       1/10          luaopen_debug [85]
                0.00    0.00       1/10          luaopen_io [72]
                0.00    0.00       1/10          luaopen_math [75]
                0.00    0.00       1/10          luaopen_package [32]
                0.00    0.00       1/10          luaopen_os [88]
                0.00    0.00       1/10          luaopen_string [76]
                0.00    0.00       1/10          luaopen_table [86]
                0.00    0.00       1/10          luaopen_utf8 [84]
[217]    0.0    0.00    0.00      10         luaL_checkversion_ [217]
                0.00    0.00      10/10          lua_version [221]
-----------------------------------------------
                                  10             luaL_requiref <cycle 1> [83]
[218]    0.0    0.00    0.00      10         lua_callk <cycle 1> [218]
                                  10             luaD_callnoyield <cycle 1> [204]
-----------------------------------------------
                0.00    0.00      10/10          luaL_requiref <cycle 1> [83]
[219]    0.0    0.00    0.00      10         lua_toboolean [219]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [43]
                0.00    0.00       9/10          luaL_testudata [142]
[220]    0.0    0.00    0.00      10         lua_touserdata [220]
-----------------------------------------------
                0.00    0.00      10/10          luaL_checkversion_ [217]
[221]    0.0    0.00    0.00      10         lua_version [221]
-----------------------------------------------
                0.00    0.00       2/9           luaK_posfix [106]
                0.00    0.00       7/9           finishbinexpval [105]
[222]    0.0    0.00    0.00       9         freeexps [222]
                0.00    0.00      18/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       4/9           forbody <cycle 2> [96]
                0.00    0.00       5/9           body <cycle 2> [81]
[223]    0.0    0.00    0.00       9         luaK_codeABx [223]
-----------------------------------------------
                0.00    0.00       9/9           str_format [125]
[224]    0.0    0.00    0.00       9         luaL_prepbuffsize [224]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [142]
[225]    0.0    0.00    0.00       9         lua_rawequal [225]
                0.00    0.00      18/70          index2value [187]
-----------------------------------------------
                0.00    0.00       1/8           docall <cycle 1> [97]
                0.00    0.00       1/8           luaL_loadfilex <cycle 1> [160]
                0.00    0.00       3/8           luaB_print [126]
                0.00    0.00       3/8           str_format [125]
[226]    0.0    0.00    0.00       8         lua_gettop [226]
-----------------------------------------------
                0.00    0.00       2/8           luaopen_math [75]
                0.00    0.00       6/8           os_clock [235]
[227]    0.0    0.00    0.00       8         lua_pushnumber [227]
-----------------------------------------------
                0.00    0.00       7/7           luaK_posfix [106]
[228]    0.0    0.00    0.00       7         constfolding [228]
-----------------------------------------------
                                   1             luaD_protectedparser <cycle 1> [58]
                                   2             lua_pcallk <cycle 1> [272]
               18.74    3.05       4/6           GCTM [5]
[229]    0.0    0.00    0.00       7         luaD_pcall <cycle 1> [229]
                                   7             luaD_rawrunprotected <cycle 1> [33]
-----------------------------------------------
                0.00    0.00       6/6           checkformat [245]
[230]    0.0    0.00    0.00       6         get2digits [230]
-----------------------------------------------
                0.00    0.00       6/6           close_func [132]
[231]    0.0    0.00    0.00       6         luaK_finish [231]
-----------------------------------------------
                0.00    0.00       1/6           pmain <cycle 1> [43]
                0.00    0.00       2/6           luaL_len [64]
                0.00    0.00       3/6           luaL_tolstring [116]
[232]    0.0    0.00    0.00       6         lua_tointegerx [232]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [116]
[233]    0.0    0.00    0.00       6         lua_type [233]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [35]
                0.00    0.00       5/6           body <cycle 2> [81]
[234]    0.0    0.00    0.00       6         open_func [234]
-----------------------------------------------
                0.00    0.00       6/6           luaD_precall <cycle 1> [10]
[235]    0.0    0.00    0.00       6         os_clock [235]
                0.00    0.00       6/8           lua_pushnumber [227]
-----------------------------------------------
                0.00    0.00       2/6           statement <cycle 2> [40]
                0.00    0.00       2/6           test_then_block <cycle 2> [82]
                0.00    0.00       2/6           luaK_goiftrue [171]
[236]    0.0    0.00    0.00       6         patchlistaux [236]
-----------------------------------------------
                0.00    0.00       1/5           luaK_posfix [106]
                0.00    0.00       2/5           restassign [69]
                0.00    0.00       2/5           luaK_infix [168]
[237]    0.0    0.00    0.00       5         luaK_setoneret [237]
-----------------------------------------------
                0.00    0.00       4/4           read_numeral [90]
[238]    0.0    0.00    0.00       4         check_next2 [238]
-----------------------------------------------
                0.00    0.00       2/4           createlabel [169]
                0.00    0.00       2/4           forbody <cycle 2> [96]
[239]    0.0    0.00    0.00       4         luaK_getlabel [239]
-----------------------------------------------
                0.00    0.00       2/4           statement <cycle 2> [40]
                0.00    0.00       2/4           test_then_block <cycle 2> [82]
[240]    0.0    0.00    0.00       4         luaK_patchtohere [240]
-----------------------------------------------
                0.00    0.00       4/4           GCTM [5]
[241]    0.0    0.00    0.00       4         luaT_gettmbyobj [241]
-----------------------------------------------
                0.00    0.00       4/4           luaopen_math [75]
[242]    0.0    0.00    0.00       4         lua_pushinteger [242]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[243]    0.0    0.00    0.00       3         addlenmod [243]
-----------------------------------------------
                0.00    0.00       3/3           luaO_pushvfstring [143]
[244]    0.0    0.00    0.00       3         addnum2buff [244]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[245]    0.0    0.00    0.00       3         checkformat [245]
                0.00    0.00       6/6           get2digits [230]
-----------------------------------------------
                0.00    0.00       3/3           luaZ_fill [253]
[246]    0.0    0.00    0.00       3         getF [246]
-----------------------------------------------
                0.00    0.00       1/3           luaK_infix [168]
                0.00    0.00       2/3           luaK_posfix [106]
[247]    0.0    0.00    0.00       3         isSCnumber [247]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[248]    0.0    0.00    0.00       3         luaL_addvalue [248]
                0.00    0.00       3/13          lua_tolstring [211]
                0.00    0.00       3/12          prepbuffsize [212]
                0.00    0.00       3/82          lua_settop [186]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[249]    0.0    0.00    0.00       3         luaL_buffinit [249]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[250]    0.0    0.00    0.00       3         luaL_checklstring [250]
                0.00    0.00       3/13          lua_tolstring [211]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[251]    0.0    0.00    0.00       3         luaL_checknumber [251]
                0.00    0.00       3/3           lua_tonumberx [258]
-----------------------------------------------
                0.00    0.00       3/3           getgeneric [170]
[252]    0.0    0.00    0.00       3         luaS_eqlngstr [252]
-----------------------------------------------
                0.00    0.00       1/3           f_parser [34]
                0.00    0.00       2/3           inclinenumber [189]
[253]    0.0    0.00    0.00       3         luaZ_fill [253]
                0.00    0.00       3/3           getF [246]
-----------------------------------------------
                0.00    0.00       3/3           luaL_tolstring [116]
[254]    0.0    0.00    0.00       3         lua_isinteger [254]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[255]    0.0    0.00    0.00       3         lua_pushlightuserdata [255]
-----------------------------------------------
                0.00    0.00       3/3           io_noclose [117]
[256]    0.0    0.00    0.00       3         lua_pushnil [256]
-----------------------------------------------
                0.00    0.00       3/3           warnfon [119]
[257]    0.0    0.00    0.00       3         lua_rawget [257]
                0.00    0.00       3/70          index2value [187]
                0.00    0.00       3/224         luaH_get [182]
-----------------------------------------------
                0.00    0.00       3/3           luaL_checknumber [251]
[258]    0.0    0.00    0.00       3         lua_tonumberx [258]
-----------------------------------------------
                0.00    0.00       2/2           luaD_reallocstack [163]
[259]    0.0    0.00    0.00       2         correctstack [259]
-----------------------------------------------
                0.00    0.00       2/2           luaD_rawrunprotected <cycle 1> [33]
[260]    0.0    0.00    0.00       2         f_call [260]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [10]
[261]    0.0    0.00    0.00       2         luaD_growstack [261]
-----------------------------------------------
                0.00    0.00       2/2           luaY_parser [35]
[262]    0.0    0.00    0.00       2         luaD_inctop [262]
-----------------------------------------------
                0.00    0.00       2/2           luaK_goiftrue [171]
[263]    0.0    0.00    0.00       2         luaK_concat [263]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [33]
[264]    0.0    0.00    0.00       1         closepaux [264]
-----------------------------------------------
                0.00    0.00       1/1           luaH_newkey <cycle 4> [63]
[265]    0.0    0.00    0.00       1         luaC_barrierback_ [265]
-----------------------------------------------
                0.00    0.00       1/1           check_match [100]
[266]    0.0    0.00    0.00       1         luaK_nil [266]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [43]
[267]    0.0    0.00    0.00       1         luaL_checkstack [267]
                0.00    0.00       1/16          lua_checkstack [205]
-----------------------------------------------
                0.00    0.00       1/1           lua_newstate [6]
[268]    0.0    0.00    0.00       1         luaS_hash [268]
-----------------------------------------------
                0.00    0.00       1/1           lua_load <cycle 1> [271]
[269]    0.0    0.00    0.00       1         luaZ_init [269]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [7]
[270]    0.0    0.00    0.00       1         lua_atpanic [270]
-----------------------------------------------
                                   1             luaL_loadfilex <cycle 1> [160]
[271]    0.0    0.00    0.00       1         lua_load <cycle 1> [271]
                0.00    0.00       1/1           luaZ_init [269]
                                   1             luaD_protectedparser <cycle 1> [58]
-----------------------------------------------
                                   1             docall <cycle 1> [97]
[272]    0.0    0.00    0.00       1         lua_pcallk <cycle 1> [272]
                                   2             luaD_pcall <cycle 1> [229]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [7]
[273]    0.0    0.00    0.00       1         lua_setwarnf [273]
-----------------------------------------------
                0.00    0.00       1/1           luaL_loadfilex <cycle 1> [160]
[274]    0.0    0.00    0.00       1         skipcomment [274]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [110]
[275]    0.0    0.00    0.00       1         tablerehash [275]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [5] GCTM                  [180] luaH_finishset         [59] luaX_setinput
  [46] addk                  [121] luaH_free             [190] luaY_nvarstack
 [243] addlenmod             [182] luaH_get               [35] luaY_parser
 [244] addnum2buff            [22] luaH_getint           [253] luaZ_fill
 [198] addstr2buff            [68] luaH_getn             [269] luaZ_init
 [157] adjustlocalvars        [11] luaH_getshortstr      [206] lua_absindex
 [167] allocupvalue          [172] luaH_getstr           [270] lua_atpanic
  [27] atomic                [127] luaH_new              [218] lua_callk
 [139] atomic2gen             [63] luaH_newkey           [205] lua_checkstack
  [71] auxsetstr             [184] luaH_realasize         [92] lua_createtable
 [166] block                 [123] luaH_resize           [112] lua_gc
  [81] body                   [28] luaH_setint           [129] lua_getfield
 [100] check_match           [134] luaK_code             [164] lua_getglobal
 [238] check_next2           [199] luaK_codeABCk         [207] lua_getmetatable
 [209] check_readonly        [223] luaK_codeABx          [226] lua_gettop
 [245] checkformat           [263] luaK_concat           [254] lua_isinteger
 [175] clearbykeys           [149] luaK_dischargevars     [66] lua_len
 [173] clearbyvalues         [213] luaK_exp2K            [271] lua_load
 [132] close_func             [95] luaK_exp2anyreg         [6] lua_newstate
 [264] closepaux             [193] luaK_exp2anyregup     [109] lua_newuserdatauv
 [102] codeABRK              [158] luaK_exp2nextreg      [272] lua_pcallk
 [103] codearith             [231] luaK_finish           [202] lua_pushboolean
 [228] constfolding          [194] luaK_fixline           [47] lua_pushcclosure
 [176] convergeephemerons    [239] luaK_getlabel         [144] lua_pushfstring
 [174] correctgraylist       [171] luaK_goiftrue         [242] lua_pushinteger
 [259] correctstack           [55] luaK_indexed          [255] lua_pushlightuserdata
 [169] createlabel           [168] luaK_infix            [159] lua_pushlstring
  [78] discharge2reg          [91] luaK_int              [256] lua_pushnil
  [97] docall                [266] luaK_nil              [227] lua_pushnumber
  [15] dothecall             [240] luaK_patchtohere      [108] lua_pushstring
 [113] entergen              [106] luaK_posfix           [192] lua_pushvalue
  [49] enterinc              [210] luaK_reserveregs      [225] lua_rawequal
  [79] exp2reg               [200] luaK_ret              [257] lua_rawget
 [260] f_call                [237] luaK_setoneret         [53] lua_rawgeti
 [115] f_gc                  [216] luaK_setreturns        [29] lua_rawseti
 [104] f_luaopen             [101] luaK_storevar         [203] lua_rotate
  [34] f_parser              [248] luaL_addvalue         [183] lua_setfield
  [77] fieldsel              [249] luaL_buffinit         [215] lua_setglobal
 [107] finishbinexpneg       [118] luaL_callmeta         [150] lua_setmetatable
 [105] finishbinexpval       [250] luaL_checklstring     [186] lua_settop
 [179] finishgencycle        [251] luaL_checknumber      [273] lua_setwarnf
  [96] forbody               [267] luaL_checkstack       [219] lua_toboolean
  [12] forprep               [141] luaL_checkudata       [232] lua_tointegerx
 [222] freeexps              [217] luaL_checkversion_    [211] lua_tolstring
  [26] freeobj                [94] luaL_getsubtable      [258] lua_tonumberx
  [74] funcargs               [64] luaL_len              [220] lua_touserdata
  [73] gctm                  [160] luaL_loadfilex        [233] lua_type
 [230] get2digits             [98] luaL_newmetatable     [221] lua_version
 [246] getF                   [93] luaL_openlibs          [61] luaopen_base
 [170] getgeneric            [224] luaL_prepbuffsize      [87] luaopen_coroutine
 [189] inclinenumber         [162] luaL_pushresult        [85] luaopen_debug
 [187] index2value            [83] luaL_requiref          [72] luaopen_io
 [110] internshrstr           [44] luaL_setfuncs          [75] luaopen_math
 [117] io_noclose            [153] luaL_setmetatable      [88] luaopen_os
 [247] isSCnumber            [142] luaL_testudata         [32] luaopen_package
  [25] l_alloc               [116] luaL_tolstring         [76] luaopen_string
 [152] leaveblock             [18] luaM_free_             [86] luaopen_table
  [57] llex                  [130] luaM_growaux_          [84] luaopen_utf8
 [126] luaB_print             [24] luaM_malloc_          [156] new_localvar
 [265] luaC_barrierback_     [122] luaM_realloc_         [234] open_func
 [114] luaC_changemode        [36] luaM_saferealloc_     [235] os_clock
 [151] luaC_checkfinalizer   [135] luaM_shrinkvector_     [38] panic
 [188] luaC_fix               [30] luaM_toobig           [236] patchlistaux
   [4] luaC_freeallobjects   [191] luaO_ceillog2          [43] pmain
  [19] luaC_newobj           [143] luaO_pushvfstring     [212] prepbuffsize
  [37] luaC_newobjdt         [201] luaO_str2num           [31] propagatemark
  [13] luaC_step              [52] luaS_clearcache       [145] pushstr
 [204] luaD_callnoyield      [252] luaS_eqlngstr          [90] read_numeral
   [8] luaD_closeprotected   [268] luaS_hash              [51] reallymarkobject
 [261] luaD_growstack        [214] luaS_hashlongstr       [69] restassign
 [262] luaD_inctop           [154] luaS_init              [60] save
 [229] luaD_pcall            [111] luaS_new              [137] savelineinfo
 [196] luaD_poscall          [136] luaS_newlstr          [178] separatetobefnz
  [10] luaD_precall          [146] luaS_newudata          [99] setpath
   [9] luaD_pretailcall      [181] luaS_remove           [124] singlestep
  [58] luaD_protectedparser  [165] luaS_resize            [54] singlevar
  [33] luaD_rawrunprotected   [41] luaT_adjustvarargs    [274] skipcomment
 [163] luaD_reallocstack     [148] luaT_gettm            [161] stack_init
 [128] luaE_extendCI         [241] luaT_gettmbyobj        [40] statement
